ID,Gene Symbol,Gene Title
232615_at,,
232616_at,LOC100129935,"lectin, galactoside-binding, soluble, 14 pseudogene"
232617_at,CTSS,cathepsin S
232618_at,TXLNGY,"taxilin gamma pseudogene, Y-linked"
232619_at,ACTL10,actin-like 10
232620_at,WDR93,WD repeat domain 93
232621_at,USP48,ubiquitin specific peptidase 48
232622_at,,
232623_at,LOC100128751,INM04
232624_at,ABTB2,ankyrin repeat and BTB (POZ) domain containing 2
232625_at,TLN2,talin 2
232626_at,,
232627_at,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate
232628_at,,
232629_at,PROK2,prokineticin 2
232630_at,APIP,APAF1 interacting protein
232631_at,CDH6,"cadherin 6, type 2, K-cadherin (fetal kidney)"
232632_at,,
232633_at,XRCC5,X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)
232634_at,LOC101927254,uncharacterized LOC101927254
232635_at,CEP128,centrosomal protein 128kDa
232636_at,SLITRK4,"SLIT and NTRK-like family, member 4"
232637_at,SEPT2,septin 2
232638_at,COL20A1,"collagen, type XX, alpha 1"
232639_at,EFCAB12,EF-hand calcium binding domain 12
232640_at,COMMD5,COMM domain containing 5
232641_at,ZNF596,zinc finger protein 596
232642_at,VWA5B2,von Willebrand factor A domain containing 5B2
232643_at,POLR2F,polymerase (RNA) II (DNA directed) polypeptide F
232644_x_at,OCIAD1,OCIA domain containing 1
232645_at,LOC153684,uncharacterized LOC153684
232646_at,TTC17,tetratricopeptide repeat domain 17
232647_at,PROCA1,protein interacting with cyclin A1
232648_at,PSMA3,"proteasome (prosome, macropain) subunit, alpha type, 3"
232649_at,GLDN,gliomedin
232650_at,C12orf65,chromosome 12 open reading frame 65
232651_at,,
232652_x_at,SCAND1,SCAN domain containing 1
232653_at,,
232654_s_at,UGT1A6,"UDP glucuronosyltransferase 1 family, polypeptide A6"
232655_at,UGT1A1,"UDP glucuronosyltransferase 1 family, polypeptide A1"
232656_at,,
232657_at,,
232658_at,,
232659_at,,
232660_at,BAD,BCL2-associated agonist of cell death
232661_s_at,RBM48,RNA binding motif protein 48
232662_x_at,FAM213A,"family with sequence similarity 213, member A"
232663_s_at,UBAP1L,ubiquitin associated protein 1-like
232664_at,LINC00954,long intergenic non-protein coding RNA 954
232665_x_at,,
232666_at,OAS3,"2'-5'-oligoadenylate synthetase 3, 100kDa"
232667_at,,
232668_at,,
232669_at,HIF3A,"hypoxia inducible factor 3, alpha subunit"
232670_at,,
232671_at,SLFNL1-AS1,SLFNL1 antisense RNA 1
232672_x_at,CTXN2 /// SLC24A5,"cortexin 2 /// solute carrier family 24 (sodium/potassium/calcium exchanger), member 5"
232673_at,LRRFIP2,leucine rich repeat (in FLII) interacting protein 2
232674_at,UCN2,urocortin 2
232675_s_at,UCKL1,uridine-cytidine kinase 1-like 1
232676_x_at,MYEF2,myelin expression factor 2
232677_at,SYT11,synaptotagmin XI
232678_at,,
232679_at,CTC-523E23.1,
232680_at,HDGFL1,hepatoma derived growth factor-like 1
232681_at,,
232682_at,MREG,melanoregulin
232683_s_at,PARP6,"poly (ADP-ribose) polymerase family, member 6"
232684_at,ZNF503-AS1,ZNF503 antisense RNA 1
232685_at,,
232686_at,SIGLEC17P,"sialic acid binding Ig-like lectin 17, pseudogene"
232687_at,GPRIN3,GPRIN family member 3
232688_at,BMP2K,BMP2 inducible kinase
232689_at,LOC284561,uncharacterized LOC284561
232690_at,,
232691_at,SFXN5,sideroflexin 5
232692_at,TDRD6,tudor domain containing 6
232693_s_at,FBXO16 /// ZNF395,F-box protein 16 /// zinc finger protein 395
232694_at,ZNF395,zinc finger protein 395
232695_at,KIF6,kinesin family member 6
232696_at,,
232697_at,LRFN2,leucine rich repeat and fibronectin type III domain containing 2
232698_at,BPIFB2,"BPI fold containing family B, member 2"
232699_at,,
232700_at,,
232701_at,,
232702_at,RABGAP1L,RAB GTPase activating protein 1-like
232703_at,,
232704_s_at,LRRFIP2,leucine rich repeat (in FLII) interacting protein 2
232705_at,LRRFIP2,leucine rich repeat (in FLII) interacting protein 2
232706_s_at,TRABD,TraB domain containing
232707_at,ISX,intestine-specific homeobox
232708_at,GALT,galactose-1-phosphate uridylyltransferase
232709_at,,
232710_at,,
232711_at,,
232712_at,,
232713_at,AC006538.1,
232714_at,TP53TG5,TP53 target 5
232715_at,RP11-1024P17.1,
232716_at,,
232717_at,KALRN,"kalirin, RhoGEF kinase"
232718_at,LINC00589,long intergenic non-protein coding RNA 589
232719_at,CELF4,"CUGBP, Elav-like family member 4"
232720_at,LINGO2,leucine rich repeat and Ig domain containing 2
232721_at,TRIM55,tripartite motif containing 55
232722_at,RNASET2,ribonuclease T2
232723_at,,
232724_at,MS4A6A,"membrane-spanning 4-domains, subfamily A, member 6A"
232725_s_at,MS4A6A,"membrane-spanning 4-domains, subfamily A, member 6A"
232726_at,,
232727_at,UCKL1,uridine-cytidine kinase 1-like 1
232729_at,FBXO32,F-box protein 32
232730_at,C19orf44,chromosome 19 open reading frame 44
232731_x_at,RAMP2-AS1,RAMP2 antisense RNA 1
232732_at,LOC100652999,uncharacterized LOC100652999
232733_s_at,COL20A1,"collagen, type XX, alpha 1"
232734_at,TTC23,tetratricopeptide repeat domain 23
232735_at,ANKRD34A,ankyrin repeat domain 34A
232736_s_at,POM121L10P /// POM121L8P /// POM121L9P,"POM121 transmembrane nucleoporin-like 10, pseudogene /// POM121 transmembrane nucleoporin-like 8 pseudogene /// POM121 transmembrane nucleoporin-like 9, pseudogene"
232737_s_at,ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3
232738_at,CCSER1,coiled-coil serine-rich protein 1
232739_at,SPIB,Spi-B transcription factor (Spi-1/PU.1 related)
232740_at,MCM3AP-AS1,MCM3AP antisense RNA 1
232741_at,,
232742_at,,
232743_at,,
232744_x_at,,
232745_x_at,SPEF2,sperm flagellar 2
232746_at,ACKR3 /// AK023507,"atypical chemokine receptor 3 /// Homo sapiens cDNA FLJ13445 fis, clone PLACE1002962."
232747_at,,
232748_at,PAPPA,"pregnancy-associated plasma protein A, pappalysin 1"
232749_at,,
232750_at,,
232751_at,RBBP9,retinoblastoma binding protein 9
232752_at,LOXL1-AS1,LOXL1 antisense RNA 1
232753_at,ZNF346,zinc finger protein 346
232754_at,,
232755_at,UBE2G2,ubiquitin-conjugating enzyme E2G 2
232756_at,KALRN,"kalirin, RhoGEF kinase"
232757_at,,
232758_s_at,,
232759_at,,
232760_at,TEX15,testis expressed 15
232761_at,COX4I2,cytochrome c oxidase subunit IV isoform 2 (lung)
232762_at,KIAA1217,KIAA1217
232763_at,TLN1,talin 1
232764_at,CCNB2,cyclin B2
232765_x_at,SLC22A31,"solute carrier family 22, member 31"
232766_at,BANF2,barrier to autointegration factor 2
232767_at,CADM1,cell adhesion molecule 1
232768_at,CCNB2,cyclin B2
232769_at,,
232770_at,TUSC3,tumor suppressor candidate 3
232771_at,NRK,Nik related kinase
232772_at,LOC221272,uncharacterized LOC221272
232773_at,,
232774_x_at,ZIK1,zinc finger protein interacting with K protein 1
232775_at,BC012193,"Homo sapiens PANK2 protein, mRNA (cDNA clone IMAGE:3958459), with apparent retained intron."
232776_at,,
232777_s_at,C6orf118,chromosome 6 open reading frame 118
232778_at,,
232779_at,,
232780_s_at,ZNF691,zinc finger protein 691
232781_at,LHX4,LIM homeobox 4
232782_at,,
232783_at,,
232784_at,,
232785_at,RGAG1,retrotransposon gag domain containing 1
232786_at,COG6,component of oligomeric golgi complex 6
232787_at,HELZ2,"helicase with zinc finger 2, transcriptional coactivator"
232788_at,,
232789_at,,
232790_at,RNASEH1-AS1,RNASEH1 antisense RNA 1
232791_at,,
232792_at,TRIM69,tripartite motif containing 69
232793_at,,
232794_at,LOC153682,uncharacterized LOC153682
232795_at,,
232796_at,,
232797_at,,
232798_at,DNAJC5B,"DnaJ (Hsp40) homolog, subfamily C, member 5 beta"
232799_at,GPR1-AS,GPR1 antisense RNA
232800_at,,
232801_at,ERCC6L2,excision repair cross-complementation group 6-like 2
232802_at,SYT8,synaptotagmin VIII
232803_at,,
232804_at,LINC01426,long intergenic non-protein coding RNA 1426
232805_at,,
232806_s_at,FAM131A,"family with sequence similarity 131, member A"
232807_at,FAM131A,"family with sequence similarity 131, member A"
232808_at,,
232809_s_at,FLT1,fms-related tyrosine kinase 1
232810_at,AIG1,androgen-induced 1
232811_x_at,PRICKLE1,prickle homolog 1 (Drosophila)
232812_at,LOC401052,uncharacterized LOC401052
232813_s_at,GOLGA6A /// GOLGA6B /// GOLGA6C /// GOLGA6D,"golgin A6 family, member A /// golgin A6 family, member B /// golgin A6 family, member C /// golgin A6 family, member D"
232814_x_at,APOPT1,"apoptogenic 1, mitochondrial"
232815_at,FBXO3,F-box protein 3
232816_s_at,DDX11,DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11
232817_at,,
232818_at,,
232819_s_at,LTBR,"lymphotoxin beta receptor (TNFR superfamily, member 3)"
232820_s_at,GTSF1L,gametocyte specific factor 1-like
232821_at,GTSF1L,gametocyte specific factor 1-like
232822_x_at,LINC00629,long intergenic non-protein coding RNA 629
232823_at,,
232824_at,,
232825_s_at,DSEL,dermatan sulfate epimerase-like
232826_at,,
232827_at,,
232828_at,NALCN-AS1,NALCN antisense RNA 1
232829_at,OR52K3P,"olfactory receptor, family 52, subfamily K, member 3 pseudogene"
232830_at,RNF32,ring finger protein 32
232831_at,,
232832_at,DKFZp434J0226,uncharacterized LOC93429
232833_at,RP6-201G10.2,
232834_at,,
232835_at,,
232836_at,LINC00687,long intergenic non-protein coding RNA 687
232837_at,KIF13A,kinesin family member 13A
232838_at,ASXL3,additional sex combs like transcriptional regulator 3
232839_at,STK24-AS1,STK24 antisense RNA 1
232840_at,,
232841_at,CTD-3064M3.3,
232842_at,DOCK8,dedicator of cytokinesis 8
232843_s_at,DOCK8,dedicator of cytokinesis 8
232844_at,IFT140,intraflagellar transport 140 homolog (Chlamydomonas)
232845_at,CDH23 /// LOC100653137,cadherin-related 23 /// cadherin-23-like
232846_s_at,CDH23 /// LOC100653137,cadherin-related 23 /// cadherin-23-like
232847_at,SALL3,spalt-like transcription factor 3
232848_at,MIR4500HG,MIR4500 host gene (non-protein coding)
232849_at,LOC100128988,uncharacterized LOC100128988
232850_at,,
232851_at,FBXO3,F-box protein 3
232852_at,,
232853_at,RP11-552M11.8,
232854_at,DIRAS1,"DIRAS family, GTP-binding RAS-like 1"
232855_at,,
232856_at,LRRC55,leucine rich repeat containing 55
232857_at,POLR3H,polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)
232858_at,,
232859_s_at,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1"
232860_x_at,RBM41,RNA binding motif protein 41
232861_at,PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2
232862_at,ABHD5,abhydrolase domain containing 5
232863_at,ZNF815P /// ZNF890P,"zinc finger protein 815, pseudogene /// zinc finger protein 890, pseudogene"
232864_s_at,AFF4,"AF4/FMR2 family, member 4"
232865_at,AFF4,"AF4/FMR2 family, member 4"
232866_at,ZSCAN18,zinc finger and SCAN domain containing 18
232867_at,,
232868_at,EQTN,"equatorin, sperm acrosome associated"
232869_at,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3
232870_at,HDAC10,histone deacetylase 10
232871_at,,
232872_at,,
232873_at,ZNF33A,zinc finger protein 33A
232874_at,DOCK9,dedicator of cytokinesis 9
232875_at,FOCAD,focadhesin
232876_at,,
232877_at,,
232878_at,NR2F2-AS1,NR2F2 antisense RNA 1
232879_at,CRTC3,CREB regulated transcription coactivator 3
232880_at,,
232881_at,GNAS-AS1,GNAS antisense RNA 1
232882_at,,
232883_at,,
232884_s_at,ZNF853,zinc finger protein 853
232885_at,BBIP1,BBSome interacting protein 1
232886_at,RP11-55K13.1,
232887_at,PIRT,phosphoinositide-interacting regulator of transient receptor potential channels
232888_at,ISM1,"isthmin 1, angiogenesis inhibitor"
232889_at,,
232890_at,,
232891_at,SIRPD,signal-regulatory protein delta
232892_at,C20orf166,chromosome 20 open reading frame 166
232893_at,LMBRD2,LMBR1 domain containing 2
232894_at,RP4-539M6.21,
232895_s_at,,
232896_at,ERBB2IP,erbb2 interacting protein
232897_at,LOC403323,uncharacterized LOC403323
232898_at,DAB2,"Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)"
232899_at,LOC101929177,uncharacterized LOC101929177
232900_at,HERC2P7,hect domain and RLD 2 pseudogene 7
232901_at,RARS2,"arginyl-tRNA synthetase 2, mitochondrial"
232902_s_at,RARS2,"arginyl-tRNA synthetase 2, mitochondrial"
232903_at,,
232904_at,SLC7A14,"solute carrier family 7, member 14"
232905_at,GTF2H5,"general transcription factor IIH, polypeptide 5"
232906_at,,
232907_at,UBR4,ubiquitin protein ligase E3 component n-recognin 4
232908_at,ATAD2B,"ATPase family, AAA domain containing 2B"
232909_s_at,BPTF,bromodomain PHD finger transcription factor
232910_at,,
232911_at,ZFP14,ZFP14 zinc finger protein
232912_at,GPR180,G protein-coupled receptor 180
232913_at,TMED8,transmembrane emp24 protein transport domain containing 8
232914_s_at,SYTL2,synaptotagmin-like 2
232915_at,DDX49,DEAD (Asp-Glu-Ala-Asp) box polypeptide 49
232916_at,,
232917_at,,
232918_at,MIR4435-1HG,MIR4435-1 host gene (non-protein coding)
232919_at,AFG3L2,AFG3-like AAA ATPase 2
232920_at,CCDC157,coiled-coil domain containing 157
232921_at,KIAA1549,KIAA1549
232922_s_at,SLC17A9,"solute carrier family 17 (vesicular nucleotide transporter), member 9"
232923_at,,
232924_at,LRRC17,leucine rich repeat containing 17
232925_at,,
232926_x_at,ANKRD19P,"ankyrin repeat domain 19, pseudogene"
232927_at,,
232928_at,,
232929_at,ZBTB20,zinc finger and BTB domain containing 20
232930_at,DOCK1,dedicator of cytokinesis 1
232931_at,SNRNP200,small nuclear ribonucleoprotein 200kDa (U5)
232932_at,,
232933_at,KIAA1656,KIAA1656 protein
232934_at,,
232935_at,AK021977,"Homo sapiens primary neuroblastoma cDNA, clone:Nbla03614, full insert sequence."
232936_at,KCNA7,"potassium voltage-gated channel, shaker-related subfamily, member 7"
232937_at,,
232938_at,SFMBT2,Scm-like with four mbt domains 2
232939_at,,
232940_s_at,KMT2C,lysine (K)-specific methyltransferase 2C
232941_at,TMPRSS6,"transmembrane protease, serine 6"
232942_at,PYROXD2,pyridine nucleotide-disulphide oxidoreductase domain 2
232943_at,,
232944_at,,
232945_at,PUS10,pseudouridylate synthase 10
232946_s_at,NADSYN1,NAD synthetase 1
232947_at,,
232948_at,,
232949_at,,
232950_s_at,PITPNM2,"phosphatidylinositol transfer protein, membrane-associated 2"
232951_at,,
232952_at,,
232953_at,LINC00266-1,long intergenic non-protein coding RNA 266-1
232954_at,,
232955_at,FLJ41170,uncharacterized LOC440200
232956_at,,
232957_x_at,,
232958_at,,
232959_at,,
232960_at,NUP62CL,nucleoporin 62kDa C-terminal like
232961_at,SPATS2L,"spermatogenesis associated, serine-rich 2-like"
232962_x_at,,
232963_at,,
232964_at,SPDYE1 /// SPDYE2 /// SPDYE2B /// SPDYE5 /// SPDYE6,speedy/RINGO cell cycle regulator family member E1 /// speedy/RINGO cell cycle regulator family member E2 /// speedy/RINGO cell cycle regulator family member E2B /// speedy/RINGO cell cycle regulator family member E5 /// speedy/RINGO cell cycle regulator family member E6
232965_at,LOC400684,uncharacterized LOC400684
232966_at,LPIN3,lipin 3
232967_at,,
232968_at,FANK1,fibronectin type III and ankyrin repeat domains 1
232969_at,CARD8,"caspase recruitment domain family, member 8"
232970_at,,
232971_at,RBM15,RNA binding motif protein 15
232972_at,PRR29,proline rich 29
232973_at,DOCK1,dedicator of cytokinesis 1
232974_at,,
232975_at,HCG18,HLA complex group 18 (non-protein coding)
232976_at,SNORD116-17 /// SNORD116-19 /// SNORD116-20 /// SNORD116-21 /// SNORD116@,"small nucleolar RNA, C/D box 116-17 /// small nucleolar RNA, C/D box 116-19 /// small nucleolar RNA, C/D box 116-20 /// small nucleolar RNA, C/D box 116-21 /// small nucleolar RNA, C/D box 116 cluster"
232977_x_at,MYH14,"myosin, heavy chain 14, non-muscle"
232978_at,,
232979_at,MIR10A,microRNA 10a
232980_at,LMBRD1,LMBR1 domain containing 1
232981_s_at,SYNRG,"synergin, gamma"
232982_at,,
232983_s_at,SERGEF,secretion regulating guanine nucleotide exchange factor
232984_at,HYDIN /// HYDIN2 /// LOC101930373,"HYDIN, axonemal central pair apparatus protein /// HYDIN2, axonemal central pair apparatus protein (pseudogene) /// hydrocephalus-inducing protein homolog"
232985_s_at,DPPA4,developmental pluripotency associated 4
232986_at,ZNF233,zinc finger protein 233
232987_at,ARL17A /// ARL17B /// LOC100294341,ADP-ribosylation factor-like 17A /// ADP-ribosylation factor-like 17B /// ADP-ribosylation factor-like protein 17-like
232988_at,GSE1,Gse1 coiled-coil protein
232989_s_at,CCDC136,coiled-coil domain containing 136
232990_at,FAM104B,"family with sequence similarity 104, member B"
232991_at,,
232992_at,SAYSD1,SAYSVFN motif domain containing 1
232993_at,SYNJ1,synaptojanin 1
232994_s_at,ARHGEF28,Rho guanine nucleotide exchange factor (GEF) 28
232995_at,,
232996_at,CCDC120,coiled-coil domain containing 120
232997_at,,
232998_at,TIGD4,tigger transposable element derived 4
232999_at,RP11-1072C15.4,
233000_x_at,DPH3P1,diphthamide biosynthesis 3 pseudogene 1
233001_at,SAMD10,sterile alpha motif domain containing 10
233002_at,PPP4R4,"protein phosphatase 4, regulatory subunit 4"
233003_at,,
233004_x_at,,
233005_at,ZNHIT6,"zinc finger, HIT-type containing 6"
233006_at,SEPT4,septin 4
233007_at,,
233008_at,,
233009_at,,
233010_at,,
233011_at,ANXA1,annexin A1
233012_at,,
233013_x_at,WAC-AS1,WAC antisense RNA 1 (head to head)
233014_at,,
233015_at,MBNL1,muscleblind-like splicing regulator 1
233016_at,BC016656 /// RP11-168O16.1,"Homo sapiens cDNA FLJ12831 fis, clone NT2RP2003099. ///"
233017_x_at,,
233018_at,TMEM134,transmembrane protein 134
233019_at,CNOT7,"CCR4-NOT transcription complex, subunit 7"
233020_at,,
233021_at,RBM26-AS1,RBM26 antisense RNA 1
233022_at,TRPM3,"transient receptor potential cation channel, subfamily M, member 3"
233023_at,,
233024_at,,
233025_at,PDZD2,PDZ domain containing 2
233026_s_at,PDZD2,PDZ domain containing 2
233027_at,,
233028_at,MCMBP,minichromosome maintenance complex binding protein
233029_at,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"
233030_at,PNPLA3,patatin-like phospholipase domain containing 3
233031_at,ZEB2,zinc finger E-box binding homeobox 2
233032_x_at,,
233033_at,ZEB2,zinc finger E-box binding homeobox 2
233034_at,,
233035_at,,
233036_at,,
233037_at,,
233038_at,,
233039_at,,
233040_at,PLEKHA5,"pleckstrin homology domain containing, family A member 5"
233041_x_at,,
233042_at,,
233043_at,LOC221814,uncharacterized LOC221814
233044_at,,
233045_at,,
233046_at,,
233047_at,FRMD7,FERM domain containing 7
233048_at,RP11-38L15.2,
233049_x_at,STUB1,"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase"
233050_at,KIAA0408 /// SOGA3,KIAA0408 /// SOGA family member 3
233051_at,SLITRK2,"SLIT and NTRK-like family, member 2"
233052_at,DNAH8,"dynein, axonemal, heavy chain 8"
233053_at,,
233054_at,CNOT2,"CCR4-NOT transcription complex, subunit 2"
233055_at,,
233056_x_at,DLGAP4,"discs, large (Drosophila) homolog-associated protein 4"
233057_at,HSPB8,heat shock 22kDa protein 8
233058_at,GPSM2,G-protein signaling modulator 2
233059_at,KCNJ3,"potassium inwardly-rectifying channel, subfamily J, member 3"
233060_at,ZMIZ1,"zinc finger, MIZ-type containing 1"
233061_at,FITM2,fat storage-inducing transmembrane protein 2
233062_at,GMDS-AS1 /// RP1-80B9.2,GMDS antisense RNA 1 (head to head) ///
233063_s_at,GMDS-AS1 /// RP1-80B9.2,GMDS antisense RNA 1 (head to head) ///
